"stock_name","isin","industry","quantity","market_value_in_lacs","scheme_code","scheme_name"
"Cholamandalam Financial Holdings Limited","INE149A01033","Finance",169802.0,3677.91,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Ambuja Cements Limited","INE079A01024","Cement & Cement Products",632000.0,3649.48,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Vijaya Diagnostic Centre Limited","INE043W01024","Healthcare Services",366187.0,3607.86,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Siemens Energy India Limited","INE1NPP01017","Electrical Equipment",117000.0,3481.8,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Computer Age Management Services Limited","INE596I01012","Capital Markets",79000.0,3389.26,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"PG Electroplast Limited","INE457L01029","Consumer Durables",440000.0,3320.46,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Syrma SGS Technology Limited","INE0DYJ01015","Industrial Manufacturing",584209.0,3313.63,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Prudent Corporate Advisory Services Limited","INE00F201020","Capital Markets",122000.0,3305.22,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Jyoti CNC Automation Ltd","INE980O01024","Industrial Manufacturing",308000.0,3261.72,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"TD Power Systems Limited","INE419M01027","Electrical Equipment",650000.0,3246.75,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Radico Khaitan Limited","INE944F01028","Beverages",124000.0,3245.33,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Central Depository Services (India) Limited","INE736A01011","Capital Markets",179000.0,3211.26,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Hitachi Energy India Limited","INE07Y701011","Electrical Equipment",16000.0,3201.12,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Wockhardt Limited","INE049B01025","Pharmaceuticals & Biotechnology",175000.0,2999.5,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Zaggle Prepaid Ocean Services Limited","INE07K301024","IT - Services",702001.0,2898.56,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Aditya Birla Real Estate Limited","INE055A01016","Paper, Forest & Jute Products",115029.0,2801.88,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Nuvama Wealth Management Limited","INE531F01015","Capital Markets",34000.0,2798.54,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Indian Bank","INE562A01011","Banks",433000.0,2786.14,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Carraro India Limited","INE0V7W01012","Auto Components",608763.0,2772.31,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Arvind Limited","INE034A01011","Textiles & Apparels",785000.0,2769.48,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"HEG Limited","INE545A01024","Industrial Products",535000.0,2728.5,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Castrol India Limited","INE172A01027","Petroleum Products",1144324.0,2537.31,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Tips Music Limited","INE716B01029","Entertainment",364000.0,2449.54,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"CMS Info System Limited","INE925R01014","Commercial Services & Supplies",466000.0,2332.33,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Ganesha Ecosphere Limited","INE845D01014","Textiles & Apparels",152000.0,2272.25,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Kernex Microsystems (India) Limited","INE202H01019","Transport Services",181876.0,2158.87,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Poly Medicure Limited","INE205C01021","Healthcare Equipment & Supplies",96500.0,2145.77,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Balrampur Chini Mills Limited","INE119A01028","Agricultural Food & other Products",361100.0,2144.39,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Steel Authority of India Limited","INE114A01011","Ferrous Metals",1600000.0,2111.84,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Cartrade Tech Limited","INE290S01011","Retailing",118374.0,2013.19,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Manorama Industries Limited","INE00VM01036","Food Products",136300.0,1990.8,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Schneider Electric Infrastructure Limited","INE839M01018","Electrical Equipment",235000.0,1956.14,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Cohance Lifesciences Limited","INE03QK01018","Pharmaceuticals & Biotechnology",202000.0,1955.16,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Laxmi Dental Limited","INE0WO601020","Healthcare Equipment & Supplies",449000.0,1950.68,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Latent View Analytics Limited","INE0I7C01011","IT - Software",442000.0,1818.83,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Galaxy Surfactants Limited","INE600K01018","Chemicals & Petrochemicals",68611.0,1795.34,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Unicommerce Esolutions Limited","INE00U401027","IT - Software",1402666.0,1766.1,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Krishna Institute Of Medical Sciences Limited","INE967H01025","Healthcare Services",262000.0,1764.83,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"EID Parry India Limited","INE126A01031","Food Products",157713.0,1750.61,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Hi-Tech Pipes Limited","INE106T01025","Industrial Products",1652000.0,1676.95,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Vinati Organics Limited","INE410B01037","Chemicals & Petrochemicals",83023.0,1640.62,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Godavari Biorefineries Limited","INE497S01012","Diversified FMCG",647000.0,1607.8,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Titagarh Rail Systems Limited","INE615H01020","Industrial Manufacturing",162952.0,1536.39,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Senco Gold Limited","INE602W01027","Consumer Durables",441480.0,1515.38,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"KSB Limited","INE999A01023","Industrial Products",170000.0,1390.69,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Shakti Pumps (India) Limited","INE908D01010","Industrial Products",139000.0,1313.06,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Mrs. Bectors Food Specialities Limited","INE495P01012","Food Products",92655.0,1266.22,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Jupiter Wagons Limited","INE209L01016","Industrial Manufacturing",323533.0,1256.6,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Tinna Rubber and Infrastructure Limited","INE015C01016","Industrial Products",131278.0,1256.33,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Gufic Biosciences Limited","INE742B01025","Pharmaceuticals & Biotechnology",344924.0,1255.7,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"ETHOS LTD.","INE04TZ01018","Consumer Durables",46880.0,1238.48,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Advanced Enzyme Technologies Limited","INE837H01020","Pharmaceuticals & Biotechnology",360000.0,1157.4,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Sanstar Ltd","INE08NE01025","Agricultural Food & other Products",1099000.0,1152.74,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Apar Industries Limited","INE372A01015","Electrical Equipment",12567.0,1096.03,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Sterling And Wilson Renewable Energy Limited","INE00M201021","Construction",325000.0,1039.68,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Capri Global Capital Limited","INE180C01042","Finance",600000.0,1036.2,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"General Insurance Corporation of India","INE481Y01014","Insurance",267301.0,1029.51,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Rane Holdings Limited","INE384A01010","Finance",58098.0,924.8,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"TeamLease Services Limited","INE985S01024","Commercial Services & Supplies",44000.0,893.73,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"PCBL Chemical Limited","INE602A01031","Chemicals & Petrochemicals",200000.0,837.8,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Stylam Industries Limited","INE239C01020","Consumer Durables",47741.0,782.24,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Prataap Snacks Limited","INE393P01035","Food Products",46456.0,489.65,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Steelcast Ltd","INE124E01020","Industrial Products",40000.0,464.88,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Shanthi Gears Limited","INE631A01022","Industrial Manufacturing",57405.0,282.2,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Sanathan Textiles Limited","INE0JPD01013","Textiles & Apparels",40280.0,193.42,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"Praj Industries Limited","INE074A01025","Industrial Manufacturing",10616.0,54.02,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"ETHOS LTD.","INE04TZ20018","Consumer Durables",4360.0,34.6,145677,"BANK OF INDIA Small Cap Fund Regular Plan Growth"
"HDFC Bank Limited","INE040A01034","Banks",87240.0,1746.11,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"State Bank of India","INE062A01020","Banks",122387.0,1004.0,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"ICICI Bank Limited","INE090A01021","Banks",66200.0,957.12,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"Reliance Industries Limited","INE002A01018","Petroleum Products",55000.0,825.33,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"Coforge Limited","INE591G01025","IT - Software",39445.0,759.12,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"Shriram Finance Limited","INE721A01047","Finance",104000.0,735.12,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"NTPC Green Energy Limited","INE0ONG01011","Power",636000.0,665.83,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"Vedanta Limited","INE205A01025","Diversified Metals",135000.0,622.15,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"NTPC Limited","INE733E01010","Power",184000.0,616.22,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"Hindustan Aeronautics Limited","INE066F01020","Aerospace & Defense",12000.0,584.38,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"Dr. Reddy's Laboratories Limited","INE089A01031","Pharmaceuticals & Biotechnology",45000.0,577.49,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"Tata Steel Limited","INE081A01020","Ferrous Metals",325000.0,519.22,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"Tech Mahindra Limited","INE669C01036","IT - Software",28000.0,472.36,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"Hyundai Motor India Ltd","INE0V6F01027","Automobiles",20509.0,455.24,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"Bharat Electronics Limited","INE263A01024","Aerospace & Defense",100000.0,421.5,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"Power Grid Corporation of India Limited","INE752E01010","Power",138000.0,413.86,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"SBI Cards and Payment Services Limited","INE018E01016","Finance",42000.0,400.3,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"CreditAccess Grameen Limited","INE741K01010","Finance",33000.0,399.2,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"Adani Ports and Special Economic Zone Limited","INE742F01042","Transport Infrastructure",27500.0,398.81,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"Ambuja Cements Limited","INE079A01024","Cement & Cement Products",68500.0,395.55,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"Tata Power Company Limited","INE245A01021","Power",90000.0,364.91,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"Titan Company Limited","INE280A01028","Consumer Durables",9600.0,354.26,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"Infosys Limited","INE009A01021","IT - Software",22000.0,352.4,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"JSW Steel Limited","INE019A01038","Ferrous Metals",34000.0,346.97,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"TD Power Systems Limited","INE419M01027","Electrical Equipment",66000.0,329.67,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"Eternal Limited","INE758T01015","Retailing",118000.0,311.7,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"InterGlobe Aviation Limited","INE646L01027","Transport Services",5100.0,304.8,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"Tata Consultancy Services Limited","INE467B01029","IT - Software",8800.0,304.66,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"Larsen & Toubro Limited","INE018A01030","Construction",7850.0,288.08,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"Torrent Pharmaceuticals Limited","INE685A01028","Pharmaceuticals & Biotechnology",7963.0,271.39,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"Quality Power Electrical Eqp Ltd","INE0SII01026","Electrical Equipment",39000.0,266.96,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"Bharti Airtel Limited","INE397D01024","Telecom - Services",12500.0,251.2,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"SBI Life Insurance Company Limited","INE123W01016","Insurance",13100.0,240.82,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"Polycab India Limited","INE455K01017","Industrial Products",3650.0,239.11,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"Sky Gold And Diamonds Limited","INE01IU01018","Consumer Durables",75000.0,235.58,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"ITC Limited","INE154A01025","Diversified FMCG",55000.0,229.05,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"REC Limited","INE020B01018","Finance",53500.0,215.28,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"Kaynes Technology India Limited","INE918Z01012","Industrial Manufacturing",3400.0,207.23,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"Bank of Baroda","INE028A01039","Banks",75000.0,186.59,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"Sun Pharmaceutical Industries Limited","INE044A01036","Pharmaceuticals & Biotechnology",10700.0,179.3,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"Siemens Energy India Limited","INE1NPP01017","Electrical Equipment",6000.0,178.55,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"Hero MotoCorp Limited","INE158A01026","Automobiles",4000.0,169.48,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"Siemens Limited","INE003A01024","Electrical Equipment",5100.0,165.83,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"Avenue Supermarts Limited","INE192R01011","Retailing",3500.0,153.03,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"Titagarh Rail Systems Limited","INE615H01020","Industrial Manufacturing",16000.0,150.86,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"Pidilite Industries Limited","INE318A01026","Chemicals & Petrochemicals",4500.0,137.45,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"Zaggle Prepaid Ocean Services Limited","INE07K301024","IT - Services",29960.0,123.7,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"Trent Limited","INE849A01020","Retailing",1800.0,111.92,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"Deepak Nitrite Limited","INE288B01029","Chemicals & Petrochemicals",5600.0,111.28,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"Bharat Heavy Electricals Limited","INE257A01026","Electrical Equipment",40000.0,106.52,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"Balrampur Chini Mills Limited","INE119A01028","Agricultural Food & other Products",17500.0,103.92,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"DLF Limited","INE271C01023","Realty",12000.0,100.54,148982,"BANK OF INDIA Large Cap Fund Regular Plan Growth"
"Cummins India Ltd","INE298A01020","Industrial Products",1290127.0,43856.58,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Coromandel International Ltd","INE169A01031","Fertilizers & Agrochemicals",1712601.0,42904.08,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"The Federal Bank Ltd","INE171A01029","Banks",19545126.0,41654.57,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Kalyan Jewellers India Ltd","INE303R01014","Consumer Durables",6016821.0,33444.5,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Mahindra & Mahindra Financial Services Ltd","INE774D01024","Finance",11560712.0,31208.14,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Fortis Health Care Ltd","INE061F01013","Healthcare Services",3879249.0,30820.63,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Persistent Systems Ltd","INE262H01021","It - Software",484892.0,29294.75,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Lupin Ltd","INE326A01037","Pharmaceuticals & Biotechnology",1510951.0,29282.23,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"GE Vernova T and D India Ltd","INE200A01026","Electrical Equipment",1179542.0,27850.17,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Hindustan Petroleum Corporation Ltd","INE094A01015","Petroleum Products",6144382.0,26915.47,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"BSE Ltd","INE118H01025","Capital Markets",971634.0,26915.23,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Marico Ltd","INE196A01026","Agricultural Food & Other Products",3599583.0,26001.59,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Indian Bank","INE562A01011","Banks",4021265.0,25874.83,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"JK Cement Ltd","INE823G01014","Cement & Cement Products",384785.0,23664.28,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Coforge Ltd","INE591G01025","It - Software",1224015.0,23556.17,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Bharat Electronics Ltd","INE263A01024","Aerospace & Defense",5354694.0,22570.04,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Jindal Steel & Power Ltd","INE749A01030","Ferrous Metals",2380218.0,22414.51,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"PB Fintech Ltd","INE417T01026","Financial Technology (Fintech)",1204245.0,21964.22,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"The Phoenix Mills Ltd","INE211B01039","Realty",1395264.0,21789.84,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Indus Towers Ltd (Prev Bharti Infratel Ltd)","INE121J01017","Telecom - Services",5069388.0,21347.19,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Delhivery Ltd","INE148O01028","Transport Services",5428168.0,20779.03,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Jubilant Foodworks Ltd","INE797F01020","Leisure Services",2929377.0,20558.37,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Max Healthcare Institute Ltd","INE027H01010","Healthcare Services",1553545.0,19823.23,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"United Breweries Ltd","INE686F01025","Beverages",959285.0,18716.61,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Apollo Tyres Ltd","INE438A01022","Auto Components",4156994.0,18656.59,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"TVS Holdings Ltd","INE105A01035","Finance",157981.0,17306.82,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"ZF Commercial Vehicle Control Systems I Ltd","INE342J01019","Auto Components",129128.0,17292.82,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Chalet Hotels Ltd","INE427F01016","Leisure Services",1863350.0,17171.7,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Polycab India Ltd","INE455K01017","Industrial Products",248612.0,16286.57,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"AU Small Finance Bank Ltd","INE949L01017","Banks",1989510.0,16264.24,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"LIC Housing Finance Ltd","INE115A01026","Finance",2619149.0,16208.6,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Supreme Industries Ltd","INE195A01028","Industrial Products",364418.0,16003.05,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Torrent Power Ltd","INE813H01021","Power",1010416.0,14828.87,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Dr Lal Path Labs Ltd","INE600L01024","Healthcare Services",515995.0,14428.77,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"ACC Ltd","INE012A01025","Cement & Cement Products",740536.0,14197.56,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Prestige Estates Projects Ltd","INE811K01011","Realty",839322.0,13910.92,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Alkem Laboratories Ltd","INE540L01014","Pharmaceuticals & Biotechnology",275425.0,13603.24,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"TVS Motor Company Ltd","INE494B01023","Automobiles",465740.0,13590.29,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"IDFC First Bank Ltd","INE092T01019","Banks",18512421.0,13484.45,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Max Financial Services Ltd","INE180A01020","Insurance",782298.0,12885.23,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Oberoi Realty Ltd","INE093I01010","Realty",671315.0,12792.58,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Astral Ltd","INE006I01046","Industrial Products",844706.0,12728.03,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Mankind Pharma Ltd","INE634S01028","Pharmaceuticals & Biotechnology",545268.0,12649.13,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"L&T Technology Services Ltd","INE010V01017","It - Services",287202.0,12642.92,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Crompton Greaves Consumer Electricals Ltd","INE299U01018","Consumer Durables",3518063.0,12494.4,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Suzlon Energy Ltd","INE040H01021","Electrical Equipment",18400513.0,12460.83,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Deepak Nitrite Ltd","INE288B01029","Chemicals & Petrochemicals",621906.0,12357.89,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"UNO Minda Ltd","INE405E01023","Auto Components",1114401.0,12306.33,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Devyani international limited","INE872J01023","Leisure Services",7322305.0,12284.63,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"ICICI Prudential Life Insurance Company Ltd","INE726G01019","Insurance",1850422.0,12173.93,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Shriram Finance Ltd","INE721A01047","Finance",1716703.0,12134.52,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Motilal Oswal Financial Services Ltd","INE338I01027","Capital Markets",1340505.0,11663.06,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Bharti Hexacom Ltd","INE343G01021","Telecom - Services",583736.0,11398.61,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Zydus Lifesciences Ltd","INE010B01027","Pharmaceuticals & Biotechnology",1124810.0,11135.06,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"APL Apollo Tubes Ltd","INE702C01027","Industrial Products",631409.0,10980.83,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"PI Industries Ltd","INE603J01030","Fertilizers & Agrochemicals",255227.0,10476.3,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Schaeffler India Ltd","INE513A01022","Auto Components",258555.0,10464.5,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"FSN E–Commerce Ventures Ltd(NYKAA)","INE388Y01029","Retailing",4886424.0,10182.82,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Union Bank of India","INE692A01016","Banks",6452384.0,9910.86,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Amber Enterprises India Ltd","INE371P01015","Consumer Durables",143674.0,9726.01,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Dixon Technologies (India) Ltd","INE935N01020","Consumer Durables",57621.0,8633.35,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Emami Ltd","INE548C01032","Personal Products",1483348.0,8478.82,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Sona BLW Precision Forgings Ltd","INE073K01018","Auto Components",1742160.0,8385.89,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Grindwell Norton Ltd","INE536A01023","Industrial Products",469453.0,8117.78,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Gujarat State Petronet Ltd","INE246F01010","Gas",2397401.0,7900.63,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"360 ONE WAM Ltd (Prev IIFL Wealth Management Ltd)","INE466L01038","Capital Markets",607223.0,7253.28,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Trent Ltd","INE849A01020","Retailing",95442.0,5934.11,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"CRISIL Ltd","INE007A01025","Finance",95024.0,5747.05,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Indegene Limited","INE065X01017","Healthcare Services",960130.0,5517.39,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"SKF India Ltd","INE640A01023","Industrial Products",105923.0,5101.04,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Computer Age Management Services Ltd","INE596I01012","Capital Markets",113312.0,4861.31,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"The Indian Hotels Company Ltd","INE053A01029","Leisure Services",604722.0,4597.7,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Bharat Heavy Electricals Ltd","INE257A01026","Electrical Equipment",1690314.0,4501.31,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Ola Electric Mobility Ltd","INE0LXG01040","Automobiles",10199797.0,4402.23,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Voltas Ltd","INE226A01021","Consumer Durables",286210.0,3761.09,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"Gujarat Gas Co Ltd","INE844O01030","Gas",321233.0,1525.21,101539,"Sundaram Mid Cap Fund Regular Plan - Growth"
"ICICI Bank Ltd","INE090A01021","Banks",2365000.0,34193.17,148504,"Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth"
"HDFC Bank Ltd","INE040A01034","Banks",1639044.0,32805.47,148504,"Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth"
"Bharti Airtel Ltd","INE397D01024","Telecom - Services",977000.0,19633.79,148504,"Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth"
